748.0000,361.0000,26.0000,47.0000
749.0000,361.0000,26.0000,48.0000
752.0000,365.0000,27.0000,44.0000
752.0000,361.0000,28.0000,47.0000
754.0000,361.0000,29.0000,48.0000
758.0000,358.0000,27.0000,53.0000
759.0000,358.0000,27.0000,50.0000
761.0000,358.0000,29.0000,50.0000
764.0000,357.0000,31.0000,51.0000
767.0000,356.0000,32.0000,53.0000
768.0000,357.0000,33.0000,52.0000
770.0000,357.0000,32.0000,52.0000
768.0000,356.0000,37.0000,52.0000
769.0000,357.0000,40.0000,54.0000
771.0000,358.0000,37.0000,53.0000
772.0000,355.0000,40.0000,56.0000
773.0000,356.0000,42.0000,62.0000
775.0000,356.0000,42.0000,61.0000
774.0000,356.0000,41.0000,61.0000
773.0000,356.0000,39.0000,61.0000
770.0000,355.0000,40.0000,62.0000
771.0000,359.0000,36.0000,59.0000
768.0000,359.0000,36.0000,59.0000
761.0000,358.0000,39.0000,61.0000
760.0000,355.0000,39.0000,65.0000
746.0000,356.0000,40.0000,64.0000
744.0000,355.0000,40.0000,65.0000
741.0000,355.0000,40.0000,65.0000
732.0000,356.0000,44.0000,64.0000
728.0000,357.0000,42.0000,64.0000
728.0000,360.0000,41.0000,64.0000
725.0000,360.0000,39.0000,66.0000
722.0000,356.0000,41.0000,77.0000
717.0000,360.0000,43.0000,75.0000
713.0000,359.0000,43.0000,76.0000
707.0000,363.0000,45.0000,76.0000
704.0000,359.0000,47.0000,76.0000
702.0000,363.0000,46.0000,76.0000
699.0000,363.0000,47.0000,76.0000
694.0000,363.0000,54.0000,80.0000
692.0000,365.0000,54.0000,78.0000
689.0000,366.0000,55.0000,80.0000
685.0000,365.0000,63.0000,84.0000
684.0000,367.0000,60.0000,89.0000
682.0000,369.0000,60.0000,87.0000
680.0000,370.0000,63.0000,86.0000
681.0000,369.0000,62.0000,90.0000
682.0000,369.0000,61.0000,96.0000
679.0000,371.0000,68.0000,96.0000
678.0000,370.0000,68.0000,100.0000
676.0000,370.0000,69.0000,105.0000
677.0000,372.0000,68.0000,105.0000
675.0000,374.0000,71.0000,105.0000
675.0000,374.0000,69.0000,106.0000
670.0000,376.0000,75.0000,109.0000
668.0000,380.0000,76.0000,109.0000
663.0000,376.0000,80.0000,118.0000
665.0000,381.0000,79.0000,117.0000
665.0000,382.0000,79.0000,119.0000
664.0000,384.0000,80.0000,118.0000
663.0000,386.0000,80.0000,122.0000
658.0000,389.0000,86.0000,121.0000
659.0000,390.0000,85.0000,121.0000
659.0000,393.0000,82.0000,122.0000
657.0000,393.0000,88.0000,127.0000
654.0000,391.0000,92.0000,133.0000
655.0000,389.0000,88.0000,137.0000
654.0000,388.0000,91.0000,133.0000
651.0000,387.0000,94.0000,135.0000
650.0000,385.0000,96.0000,140.0000
646.0000,385.0000,98.0000,142.0000
643.0000,385.0000,100.0000,145.0000
640.0000,384.0000,102.0000,147.0000
637.0000,384.0000,106.0000,153.0000
635.0000,381.0000,107.0000,155.0000
630.0000,379.0000,111.0000,163.0000
629.0000,380.0000,110.0000,162.0000
626.0000,380.0000,112.0000,169.0000
625.0000,380.0000,114.0000,176.0000
620.0000,391.0000,119.0000,171.0000
619.0000,391.0000,121.0000,175.0000
614.0000,391.0000,125.0000,180.0000
612.0000,390.0000,126.0000,187.0000
609.0000,392.0000,127.0000,189.0000
606.0000,392.0000,130.0000,195.0000
602.0000,390.0000,135.0000,195.0000
597.0000,387.0000,139.0000,205.0000
592.0000,385.0000,143.0000,213.0000
590.0000,385.0000,143.0000,216.0000
586.0000,385.0000,149.0000,220.0000
