668.0000,340.0000,68.0000,84.0000
685.0000,338.0000,68.0000,87.0000
695.0000,351.0000,84.0000,78.0000
700.0000,354.0000,90.0000,78.0000
707.0000,339.0000,90.0000,78.0000
709.0000,318.0000,90.0000,78.0000
713.0000,288.0000,96.0000,91.0000
717.0000,280.0000,104.0000,97.0000
720.0000,270.0000,108.0000,104.0000
722.0000,270.0000,108.0000,106.0000
725.0000,284.0000,105.0000,115.0000
730.0000,305.0000,96.0000,115.0000
746.0000,321.0000,83.0000,128.0000
743.0000,338.0000,89.0000,133.0000
751.0000,381.0000,94.0000,133.0000
741.0000,412.0000,109.0000,105.0000
721.0000,411.0000,114.0000,105.0000
706.0000,395.0000,121.0000,116.0000
686.0000,382.0000,129.0000,113.0000
677.0000,365.0000,137.0000,123.0000
671.0000,347.0000,140.0000,123.0000
667.0000,336.0000,146.0000,129.0000
660.0000,322.0000,153.0000,122.0000
660.0000,312.0000,160.0000,125.0000
664.0000,308.0000,165.0000,125.0000
675.0000,306.0000,167.0000,125.0000
680.0000,304.0000,180.0000,125.0000
676.0000,294.0000,192.0000,132.0000
686.0000,293.0000,192.0000,134.0000
689.0000,302.0000,192.0000,134.0000
689.0000,302.0000,192.0000,148.0000
681.0000,302.0000,208.0000,148.0000
658.0000,302.0000,228.0000,148.0000
653.0000,295.0000,228.0000,154.0000
629.0000,283.0000,231.0000,160.0000
618.0000,275.0000,242.0000,164.0000
616.0000,269.0000,250.0000,161.0000
612.0000,279.0000,257.0000,161.0000
614.0000,304.0000,253.0000,161.0000
605.0000,310.0000,255.0000,169.0000
589.0000,302.0000,251.0000,164.0000
582.0000,291.0000,256.0000,162.0000
570.0000,282.0000,267.0000,174.0000
562.0000,295.0000,273.0000,174.0000
547.0000,331.0000,282.0000,174.0000
535.0000,333.0000,290.0000,174.0000
518.0000,333.0000,302.0000,174.0000
512.0000,333.0000,308.0000,174.0000
498.0000,342.0000,313.0000,189.0000
498.0000,346.0000,313.0000,202.0000
493.0000,368.0000,322.0000,210.0000
481.0000,371.0000,329.0000,219.0000
457.0000,382.0000,348.0000,231.0000
451.0000,400.0000,364.0000,231.0000
451.0000,396.0000,370.0000,231.0000
451.0000,395.0000,370.0000,231.0000
451.0000,344.0000,369.0000,270.0000
457.0000,313.0000,376.0000,298.0000
488.0000,262.0000,390.0000,328.0000
504.0000,254.0000,397.0000,328.0000
505.0000,245.0000,430.0000,287.0000
507.0000,287.0000,435.0000,281.0000
501.0000,336.0000,439.0000,309.0000
487.0000,387.0000,439.0000,305.0000
448.0000,438.0000,460.0000,280.0000
393.0000,438.0000,475.0000,280.0000
339.0000,417.0000,484.0000,302.0000
335.0000,390.0000,477.0000,328.0000
328.0000,344.0000,486.0000,335.0000
338.0000,320.0000,495.0000,335.0000
344.0000,290.0000,519.0000,360.0000
334.0000,282.0000,544.0000,350.0000
296.0000,257.0000,578.0000,349.0000
274.0000,243.0000,590.0000,348.0000
289.0000,237.0000,582.0000,354.0000
313.0000,246.0000,578.0000,345.0000
324.0000,230.0000,576.0000,356.0000
336.0000,238.0000,578.0000,338.0000
351.0000,231.0000,568.0000,334.0000
351.0000,231.0000,551.0000,336.0000
340.0000,240.0000,533.0000,339.0000
342.0000,240.0000,519.0000,345.0000
